id,duration,age,job,marital,education,credit_default,housing,loan
10559,198,36,services,divorced,university_degree,no,no,no
10560,132,39,unemployed,married,university_degree,no,no,no
10561,129,32,self-employed,married,professional_course,no,no,no
10562,491,30,technician,married,high_school,unknown,no,no
10563,135,32,blue-collar,married,basic_4y,unknown,no,no
10564,72,34,admin,married,university_degree,no,yes,yes
10565,285,30,blue-collar,single,basic_4y,no,no,no
10566,255,50,management,single,university_degree,no,no,no
10567,72,54,blue-collar,married,basic_9y,unknown,no,no
10568,241,47,housemaid,single,basic_4y,no,no,no
10569,705,32,self-employed,married,professional_course,no,no,yes
10570,134,56,technician,married,professional_course,unknown,no,no
10571,483,30,admin,single,high_school,unknown,yes,no
10572,423,34,admin,single,high_school,no,no,no
10573,43,38,admin,married,university_degree,no,yes,no
10574,23,49,admin,divorced,university_degree,no,unknown,unknown
10575,48,35,technician,single,university_degree,no,no,no
10576,254,45,blue-collar,single,basic_4y,unknown,no,no
10577,34,32,unemployed,single,high_school,unknown,no,no
10578,388,47,blue-collar,married,basic_6y,unknown,yes,no
10579,107,36,technician,married,university_degree,no,no,no
10580,135,50,management,married,high_school,unknown,yes,no
10581,61,50,technician,married,professional_course,no,yes,yes
10582,157,25,technician,married,high_school,no,no,no
10583,82,37,blue-collar,single,basic_6y,unknown,unknown,unknown
10584,105,31,blue-collar,married,basic_6y,no,yes,yes
10585,98,38,admin,single,basic_9y,no,no,no
10586,189,45,technician,married,university_degree,no,yes,no
10587,652,36,unemployed,married,high_school,no,yes,no
10588,206,38,technician,single,university_degree,no,no,no
10589,174,36,blue-collar,married,basic_9y,no,unknown,unknown
10590,30,36,blue-collar,married,basic_9y,no,unknown,unknown
10591,68,53,management,married,university_degree,unknown,no,no
10592,174,45,admin,married,high_school,no,yes,no
10593,150,34,management,married,university_degree,no,yes,no
10594,123,47,blue-collar,married,basic_9y,unknown,yes,no
10595,64,49,blue-collar,married,basic_9y,unknown,no,yes
10596,91,31,technician,single,university_degree,no,no,no
10597,77,38,management,married,high_school,unknown,yes,no
10598,78,57,retired,single,professional_course,no,no,yes
10599,79,49,blue-collar,married,basic_9y,no,yes,no
10600,85,51,blue-collar,married,basic_4y,unknown,yes,no
10601,139,39,admin,divorced,high_school,no,no,no
10602,89,54,management,married,university_degree,no,yes,no
10603,168,52,services,married,high_school,no,yes,no
10604,436,46,blue-collar,married,university_degree,no,yes,yes
10605,88,41,technician,married,university_degree,no,no,no
10606,43,40,admin,married,high_school,no,unknown,unknown
10607,156,38,blue-collar,married,basic_9y,unknown,yes,no
10608,171,37,blue-collar,married,high_school,no,yes,no
10609,157,31,services,married,high_school,unknown,yes,no
10610,130,48,blue-collar,married,basic_6y,no,yes,no
10611,50,44,technician,divorced,professional_course,no,no,yes
10612,49,36,technician,single,university_degree,no,yes,no
10613,120,32,self-employed,married,basic_9y,no,unknown,unknown
10614,259,27,entrepreneur,single,university_degree,no,no,no
10615,79,35,blue-collar,married,basic_9y,no,yes,no
10616,321,33,blue-collar,married,basic_9y,unknown,no,yes
10617,192,37,technician,married,professional_course,unknown,yes,yes
10618,128,36,technician,married,high_school,no,no,no
10619,108,39,blue-collar,married,basic_6y,no,yes,no
10620,187,33,entrepreneur,married,university_degree,no,yes,no
10621,164,45,unknown,married,,no,no,no
10622,67,30,blue-collar,married,basic_6y,no,no,no
10623,445,44,technician,single,,no,yes,no
10624,41,42,blue-collar,married,basic_9y,unknown,no,no
10625,344,32,management,single,university_degree,no,yes,no
10626,167,37,admin,married,high_school,no,yes,no
10627,605,39,unemployed,married,basic_9y,unknown,yes,no
10628,226,42,blue-collar,divorced,high_school,no,yes,no
10629,179,30,technician,single,university_degree,no,no,no
10630,353,33,unemployed,divorced,professional_course,no,yes,no
10631,34,39,blue-collar,married,basic_9y,unknown,yes,no
10632,161,43,technician,married,professional_course,no,no,no
10633,77,56,housemaid,divorced,basic_4y,unknown,yes,no
10634,346,38,admin,married,university_degree,no,no,yes
10635,781,51,blue-collar,married,basic_4y,unknown,no,yes
10636,81,44,admin,divorced,high_school,unknown,no,no
10637,269,36,management,married,university_degree,no,yes,no
10638,31,41,services,married,high_school,unknown,yes,yes
10639,367,39,student,single,,no,yes,no
10640,229,32,technician,married,professional_course,no,yes,no
10641,479,49,admin,single,,unknown,unknown,unknown
10642,24,47,admin,married,university_degree,no,no,yes
10643,16,33,blue-collar,married,basic_9y,no,no,yes
10644,88,47,technician,married,professional_course,no,no,no
10645,714,37,blue-collar,married,basic_6y,unknown,no,no
10646,205,45,admin,divorced,university_degree,unknown,yes,no
10647,291,38,blue-collar,married,professional_course,no,no,no
10648,986,57,housemaid,married,basic_6y,unknown,no,no
10649,279,57,self-employed,married,,unknown,yes,no
10650,166,31,admin,married,high_school,no,yes,no
10651,92,35,blue-collar,married,basic_6y,no,no,no
10652,254,58,retired,married,basic_4y,no,yes,no
10653,236,57,management,divorced,university_degree,unknown,yes,yes
10654,19,30,technician,single,professional_course,no,no,no
10655,93,50,admin,married,university_degree,unknown,yes,no
10656,200,43,unemployed,married,basic_9y,unknown,yes,no
10657,176,33,technician,married,university_degree,no,no,no
10658,1162,32,admin,single,university_degree,no,yes,no
10659,1848,28,entrepreneur,married,basic_9y,no,yes,no
10660,74,30,self-employed,single,university_degree,no,no,yes
10661,490,37,management,married,university_degree,no,no,no
10662,291,50,services,divorced,high_school,no,no,no
10663,1051,31,blue-collar,married,basic_9y,unknown,yes,no
10664,614,27,housemaid,married,basic_9y,unknown,yes,no
10665,437,35,services,single,high_school,unknown,yes,no
10666,1199,22,student,single,high_school,no,unknown,unknown
10667,209,50,blue-collar,married,basic_4y,unknown,no,no
10668,115,37,technician,married,high_school,unknown,yes,no
10669,292,25,unemployed,single,high_school,unknown,yes,no
10670,370,40,admin,married,university_degree,no,yes,no
10671,412,57,management,married,university_degree,unknown,yes,no
10672,108,50,blue-collar,divorced,basic_9y,unknown,no,no
10673,495,43,admin,single,high_school,no,no,yes
10674,247,60,self-employed,married,professional_course,unknown,no,no
10675,57,44,technician,married,professional_course,no,yes,no
10676,1345,33,services,married,high_school,unknown,yes,no
10677,107,55,retired,married,professional_course,no,no,yes
10678,171,45,blue-collar,married,basic_6y,unknown,no,no
10679,66,33,technician,single,professional_course,no,yes,no
10680,447,56,unemployed,divorced,university_degree,unknown,yes,no
10681,167,54,technician,married,professional_course,no,yes,no
10682,668,53,blue-collar,married,basic_9y,no,no,yes
10683,204,41,admin,divorced,high_school,no,yes,no
10684,256,28,student,single,high_school,unknown,no,no
10685,676,52,blue-collar,divorced,high_school,no,no,no
10686,170,27,services,single,high_school,no,yes,no
10687,63,28,technician,single,professional_course,no,no,yes
10688,168,40,technician,married,basic_9y,unknown,yes,no
10689,133,59,blue-collar,married,basic_6y,no,yes,no
10690,153,41,services,married,high_school,no,yes,no
10691,118,32,blue-collar,married,basic_9y,no,yes,yes
10692,117,35,technician,married,professional_course,no,yes,no
10693,572,52,technician,married,high_school,no,no,no
10694,681,38,admin,single,,unknown,no,no
10695,59,47,technician,married,professional_course,no,yes,no
10696,42,37,services,divorced,high_school,no,yes,no
10697,408,32,self-employed,married,basic_9y,no,yes,yes
10698,127,48,blue-collar,married,,unknown,yes,yes
10699,314,39,blue-collar,married,high_school,no,yes,yes
10700,277,33,admin,married,university_degree,no,no,yes
10701,140,36,entrepreneur,single,university_degree,no,no,no
10702,424,50,entrepreneur,married,university_degree,no,no,no
10703,159,37,admin,single,high_school,no,yes,yes
10704,775,30,entrepreneur,married,professional_course,no,yes,no
10705,187,57,self-employed,married,university_degree,unknown,no,no
10706,102,36,blue-collar,married,professional_course,unknown,yes,yes
10707,2621,30,self-employed,single,university_degree,no,yes,no
10708,96,33,admin,married,high_school,no,no,no
10709,167,50,admin,married,high_school,no,yes,no
10710,200,29,services,married,high_school,no,no,no
10711,75,46,services,married,professional_course,no,no,no
10712,249,22,services,single,basic_4y,no,yes,no
10713,85,50,admin,married,high_school,unknown,yes,no
10714,134,45,management,married,university_degree,no,yes,no
10715,50,47,admin,married,university_degree,no,yes,no
10716,173,37,technician,married,university_degree,no,yes,no
10717,60,42,self-employed,married,,no,yes,no
10718,320,39,unemployed,married,professional_course,unknown,no,no
10719,854,37,technician,married,professional_course,no,no,no
10720,236,51,services,married,high_school,no,no,no
10721,183,55,technician,married,basic_9y,no,yes,no
10722,185,28,admin,married,high_school,no,yes,no
10723,41,43,technician,married,professional_course,no,yes,no
10724,39,40,services,married,basic_6y,unknown,no,yes
10725,138,32,services,married,basic_9y,no,no,no
10726,411,43,admin,married,university_degree,no,yes,no
10727,394,56,retired,married,basic_4y,no,no,no
10728,209,26,blue-collar,married,basic_9y,no,yes,no
10729,266,26,admin,married,high_school,no,yes,no
10730,134,36,self-employed,married,university_degree,no,yes,no
10731,311,38,admin,married,university_degree,no,no,no
10732,705,47,blue-collar,married,,unknown,no,no
10733,89,28,blue-collar,married,basic_6y,unknown,yes,no
10734,93,39,admin,married,high_school,no,no,no
10735,847,50,management,married,basic_4y,unknown,no,no
10736,675,40,admin,married,high_school,unknown,no,no
10737,273,50,housemaid,divorced,basic_4y,unknown,yes,yes
10738,162,33,admin,single,high_school,unknown,no,yes
10739,213,54,admin,divorced,university_degree,no,no,no
10740,641,29,admin,single,university_degree,no,no,no
10741,61,33,admin,single,university_degree,no,yes,no
10742,136,29,student,married,high_school,no,no,yes
10743,187,27,technician,single,high_school,no,no,no
10744,332,57,blue-collar,married,basic_4y,unknown,no,no
10745,76,34,entrepreneur,single,professional_course,no,no,no
10746,406,28,services,single,high_school,no,no,no
10747,544,35,admin,married,university_degree,no,no,yes
10748,363,35,self-employed,married,basic_9y,no,yes,no
10749,756,50,blue-collar,single,basic_9y,unknown,no,no
10750,117,45,blue-collar,married,basic_6y,unknown,yes,no
10751,76,40,entrepreneur,married,basic_4y,unknown,yes,no
10752,271,41,management,married,basic_6y,no,no,yes
10753,203,58,admin,single,professional_course,unknown,no,no
10754,338,36,blue-collar,married,university_degree,unknown,no,no
10755,70,36,admin,single,university_degree,no,no,no
10756,198,37,admin,married,university_degree,no,no,no
10757,398,37,technician,married,high_school,no,yes,no
10758,956,42,admin,married,high_school,unknown,no,no
10759,76,54,technician,married,professional_course,unknown,yes,yes
10760,264,39,blue-collar,married,basic_4y,unknown,no,no
10761,979,39,admin,married,university_degree,no,no,no
10762,89,30,blue-collar,married,basic_4y,no,no,no
10763,135,39,entrepreneur,married,high_school,no,no,no
10764,420,40,services,single,high_school,no,no,no
10765,548,37,technician,single,high_school,unknown,no,no
10766,235,52,unemployed,married,high_school,no,yes,no
10767,87,56,admin,married,,no,yes,no
10768,169,43,blue-collar,married,basic_6y,no,yes,no
10769,343,31,management,married,high_school,no,yes,yes
10770,88,42,unemployed,married,professional_course,no,yes,no
10771,68,26,admin,single,basic_4y,no,yes,yes
10772,77,39,services,married,high_school,no,no,no
10773,116,42,management,married,basic_9y,no,yes,no
10774,363,44,services,single,high_school,no,no,no
10775,116,30,blue-collar,divorced,basic_9y,no,yes,no
10776,311,42,blue-collar,married,basic_6y,unknown,no,no
10777,138,45,unknown,married,,unknown,yes,yes
10778,48,44,entrepreneur,married,basic_4y,unknown,no,no
10779,390,44,blue-collar,married,high_school,unknown,no,no
10780,61,28,management,married,high_school,unknown,no,no
10781,65,45,blue-collar,married,basic_4y,unknown,no,yes
10782,637,35,unemployed,divorced,basic_4y,no,yes,yes
10783,117,37,technician,single,university_degree,no,yes,no
10784,128,24,admin,single,university_degree,no,yes,no
10785,130,30,technician,married,university_degree,unknown,no,no
10786,193,43,blue-collar,married,basic_6y,unknown,yes,yes
10787,269,32,technician,divorced,professional_course,no,yes,no
10788,150,36,admin,single,high_school,no,yes,no
10789,132,44,admin,divorced,high_school,no,no,no
10790,1208,46,blue-collar,divorced,basic_6y,no,yes,no
10791,228,45,management,married,university_degree,no,yes,no
10792,585,29,technician,divorced,university_degree,no,no,yes
10793,334,51,blue-collar,married,basic_4y,unknown,yes,no
10794,229,37,blue-collar,single,university_degree,no,no,no
10795,441,55,housemaid,married,university_degree,no,yes,no
10796,60,38,blue-collar,divorced,basic_6y,no,yes,no
10797,47,59,admin,married,university_degree,no,yes,no
10798,235,32,self-employed,divorced,professional_course,unknown,yes,no
10799,270,58,blue-collar,married,high_school,no,no,no
10800,192,32,blue-collar,married,basic_9y,unknown,yes,no
10801,26,54,blue-collar,married,high_school,no,yes,yes
10802,89,38,unemployed,married,basic_9y,unknown,yes,no
10803,61,49,blue-collar,married,basic_4y,unknown,yes,no
10804,386,43,services,married,high_school,no,no,no
10805,54,36,admin,divorced,high_school,no,yes,no
10806,272,52,admin,married,university_degree,unknown,yes,no
10807,35,43,technician,single,professional_course,no,unknown,unknown
10808,284,28,admin,single,high_school,no,no,no
10809,53,46,technician,divorced,professional_course,no,no,no
10810,311,42,housemaid,married,,unknown,yes,no
10811,245,31,blue-collar,married,basic_9y,no,no,yes
10812,151,38,blue-collar,married,basic_9y,no,no,yes
10813,64,50,services,married,high_school,no,yes,yes
10814,205,39,services,single,high_school,no,yes,no
10815,250,34,technician,married,university_degree,no,yes,no
10816,66,30,management,single,university_degree,no,yes,no
10817,137,51,technician,married,high_school,no,no,yes
10818,30,43,admin,married,high_school,unknown,no,no
10819,72,26,admin,single,high_school,no,no,no
10820,284,35,admin,married,university_degree,no,yes,no
10821,126,24,entrepreneur,married,university_degree,no,yes,yes
10822,120,51,blue-collar,divorced,basic_4y,no,no,no
10823,48,31,unemployed,divorced,basic_4y,no,yes,no
10824,262,45,entrepreneur,married,university_degree,unknown,no,no
10825,1062,30,student,single,university_degree,no,yes,no
10826,283,46,unemployed,divorced,basic_9y,no,no,no
10827,295,44,admin,single,high_school,no,no,no
10828,203,26,blue-collar,single,,no,yes,yes
10829,37,38,blue-collar,married,basic_6y,no,no,no
10830,18,30,admin,married,university_degree,no,no,yes
10831,18,33,blue-collar,single,basic_9y,no,yes,no
10832,350,31,blue-collar,single,basic_9y,no,no,no
10833,190,47,blue-collar,single,basic_4y,unknown,no,no
10834,54,57,retired,married,,unknown,yes,no
10835,835,36,blue-collar,single,high_school,no,yes,no
10836,421,30,services,married,high_school,no,yes,no
10837,104,40,blue-collar,divorced,basic_9y,unknown,unknown,unknown
10838,164,32,services,married,professional_course,no,unknown,unknown
10839,89,45,entrepreneur,married,,no,no,no
10840,112,29,technician,single,high_school,no,no,no
10841,744,37,management,married,university_degree,no,yes,no
10842,503,45,blue-collar,married,,unknown,no,no
10843,321,48,technician,married,professional_course,unknown,yes,no
10844,24,35,admin,divorced,basic_9y,unknown,yes,no
10845,102,34,admin,married,university_degree,no,yes,no
10846,261,42,technician,married,basic_6y,no,yes,no
10847,213,32,admin,single,high_school,unknown,no,no
10848,371,31,technician,married,professional_course,no,no,no
10849,190,38,admin,single,university_degree,no,yes,no
10850,114,30,blue-collar,married,basic_6y,no,no,no
10851,221,54,housemaid,married,basic_4y,unknown,no,no
10852,247,38,admin,single,basic_9y,unknown,yes,no
10853,680,25,blue-collar,single,basic_9y,no,no,no
10854,185,25,services,single,professional_course,no,no,no
10855,110,51,unemployed,divorced,university_degree,unknown,yes,yes
10856,172,35,blue-collar,single,basic_4y,unknown,no,no
10857,156,28,admin,single,university_degree,no,no,no
10858,347,47,services,married,high_school,no,unknown,unknown
10859,394,35,technician,single,professional_course,no,no,no
10860,573,51,blue-collar,single,basic_9y,unknown,yes,no
10861,262,28,technician,single,university_degree,unknown,no,no
10862,37,34,services,married,basic_9y,no,no,no
10863,72,27,blue-collar,married,basic_4y,unknown,no,no
10864,417,31,services,married,high_school,no,yes,no
10865,1528,35,technician,married,professional_course,no,no,no
10866,154,56,management,married,university_degree,no,no,no
10867,533,31,services,single,basic_6y,no,no,no
10868,122,41,blue-collar,divorced,basic_4y,no,yes,no
10869,23,58,blue-collar,married,basic_4y,unknown,yes,no
10870,82,38,blue-collar,married,basic_6y,unknown,no,yes
10871,55,47,services,married,high_school,unknown,yes,yes
10872,67,46,blue-collar,married,basic_4y,unknown,no,no
10873,83,56,retired,married,high_school,unknown,no,no
10874,311,47,services,married,high_school,unknown,no,no
10875,113,33,admin,single,high_school,no,no,yes
10876,59,55,technician,married,professional_course,unknown,yes,no
10877,551,47,services,married,high_school,unknown,yes,no
10878,367,56,retired,married,high_school,unknown,yes,no
10879,220,32,blue-collar,married,high_school,no,no,no
10880,15,41,blue-collar,married,basic_6y,no,no,no
10881,56,52,self-employed,married,professional_course,unknown,no,yes
10882,173,43,blue-collar,married,basic_4y,unknown,yes,no
10883,97,29,admin,married,high_school,no,no,yes
10884,199,41,admin,divorced,high_school,no,yes,no
10885,94,23,blue-collar,married,professional_course,unknown,no,no
10886,15,51,blue-collar,divorced,,unknown,no,no
10887,142,36,services,single,high_school,no,no,no
10888,220,51,blue-collar,divorced,,unknown,no,no
10889,417,35,technician,married,professional_course,no,no,no
10890,192,43,blue-collar,married,basic_6y,no,no,no
10891,443,32,services,married,high_school,no,yes,no
10892,115,41,services,married,basic_9y,no,yes,no
10893,1487,43,self-employed,married,university_degree,unknown,yes,yes
10894,68,54,retired,single,basic_4y,unknown,no,no
10895,54,25,admin,single,high_school,no,yes,no
10896,159,36,admin,married,high_school,no,yes,no
10897,335,36,admin,married,high_school,no,yes,no
10898,104,42,admin,divorced,university_degree,no,no,no
10899,236,35,entrepreneur,single,professional_course,no,no,no
10900,300,50,management,married,university_degree,no,yes,no
10901,163,42,admin,divorced,university_degree,no,yes,no
10902,156,32,admin,married,high_school,no,yes,no
10903,103,32,admin,married,high_school,no,no,no
10904,269,51,services,married,high_school,unknown,no,yes
10905,187,39,blue-collar,divorced,basic_9y,no,yes,no
10906,41,38,blue-collar,married,basic_9y,unknown,yes,no
10907,1540,43,blue-collar,married,basic_6y,no,yes,no
10908,310,39,blue-collar,divorced,basic_9y,no,yes,no
10909,147,41,services,married,basic_9y,no,yes,no
10910,129,34,admin,single,high_school,no,no,yes
10911,208,36,admin,married,high_school,no,yes,yes
10912,124,28,services,single,high_school,no,no,no
10913,67,49,housemaid,divorced,basic_4y,no,no,no
10914,1218,31,blue-collar,married,basic_9y,no,no,no
10915,362,25,housemaid,married,basic_4y,no,no,no
10916,973,29,management,married,university_degree,no,no,no
10917,36,56,blue-collar,married,basic_4y,unknown,no,no
10918,138,54,blue-collar,divorced,basic_4y,unknown,no,yes
10919,132,31,admin,married,high_school,no,yes,no
10920,1009,34,blue-collar,married,professional_course,unknown,no,no
10921,55,27,technician,married,university_degree,no,yes,yes
10922,105,31,admin,married,high_school,no,yes,no
10923,339,51,blue-collar,divorced,,unknown,unknown,unknown
10924,355,28,admin,single,university_degree,no,yes,no
10925,466,28,management,single,basic_9y,no,no,no
10926,94,26,blue-collar,married,basic_4y,no,no,no
10927,227,25,services,married,high_school,no,yes,no
10928,65,39,technician,married,professional_course,unknown,yes,yes
10929,387,28,blue-collar,married,basic_9y,no,no,no
10930,379,33,admin,married,university_degree,no,yes,no
10931,401,39,technician,married,professional_course,unknown,no,no
10932,205,55,management,single,basic_4y,no,no,no
10933,332,29,management,married,university_degree,no,no,no
10934,567,51,management,married,university_degree,unknown,yes,yes
10935,200,28,blue-collar,married,basic_9y,no,yes,no
10936,537,24,blue-collar,single,basic_4y,no,no,no
10937,476,24,blue-collar,single,basic_4y,no,no,no
10938,29,45,blue-collar,divorced,,unknown,yes,no
10939,290,20,services,single,high_school,no,yes,no
10940,74,34,blue-collar,married,basic_9y,unknown,no,no
10941,76,25,blue-collar,married,basic_9y,unknown,no,no
10942,26,29,self-employed,married,professional_course,no,no,no
10943,27,29,blue-collar,married,basic_9y,no,unknown,unknown
10944,632,29,self-employed,married,professional_course,no,no,no
10945,316,32,blue-collar,married,basic_6y,no,no,no
10946,440,32,blue-collar,married,basic_6y,no,yes,yes
10947,52,32,admin,single,university_degree,no,no,no
10948,59,38,blue-collar,single,university_degree,unknown,yes,no
10949,243,29,blue-collar,married,,unknown,no,no
10950,190,37,technician,single,university_degree,no,no,no
10951,81,36,blue-collar,married,basic_9y,no,no,no
10952,58,55,management,single,basic_4y,no,yes,no
10953,356,29,admin,single,high_school,no,yes,no
10954,320,43,blue-collar,married,basic_4y,unknown,yes,yes
10955,221,24,services,single,high_school,no,yes,no
10956,453,24,services,single,high_school,no,yes,no
10957,345,55,blue-collar,married,basic_4y,unknown,no,no
10958,146,38,blue-collar,married,basic_4y,unknown,no,no
10959,248,40,admin,married,university_degree,no,no,no
10960,324,41,services,married,basic_9y,no,yes,no
10961,609,29,entrepreneur,single,professional_course,no,no,no
10962,16,58,management,unknown,university_degree,no,no,no
10963,392,28,admin,married,university_degree,no,no,no
10964,422,57,unemployed,married,basic_9y,no,yes,no
10965,101,57,housemaid,married,basic_4y,no,no,no
10966,577,33,services,married,basic_4y,no,unknown,unknown
10967,319,43,blue-collar,married,basic_4y,unknown,no,no
10968,112,38,blue-collar,married,professional_course,no,no,no
10969,308,56,technician,single,university_degree,no,yes,no
10970,43,52,services,single,high_school,no,yes,no
10971,149,25,technician,married,professional_course,no,yes,no
10972,36,31,housemaid,married,professional_course,no,yes,no
10973,324,52,services,single,high_school,no,yes,no
10974,100,36,admin,married,high_school,unknown,yes,no
10975,209,32,student,single,university_degree,no,yes,no
10976,105,26,technician,single,high_school,no,unknown,unknown
10977,707,41,services,married,high_school,no,unknown,unknown
10978,119,31,entrepreneur,divorced,high_school,no,yes,no
10979,695,28,management,married,university_degree,no,yes,no
10980,13,32,blue-collar,divorced,basic_9y,no,no,no
10981,1255,41,technician,single,professional_course,no,yes,no
10982,11,29,technician,divorced,professional_course,no,yes,no
10983,255,39,management,married,basic_9y,no,no,no
10984,50,42,management,married,university_degree,no,no,no
10985,373,50,unemployed,married,high_school,no,no,no
10986,18,34,blue-collar,married,high_school,no,no,no
10987,108,32,blue-collar,single,high_school,no,yes,no
10988,307,44,entrepreneur,married,professional_course,no,no,yes
10989,142,42,retired,married,professional_course,unknown,yes,no
10990,78,48,technician,divorced,university_degree,no,yes,no
10991,376,41,self-employed,married,basic_9y,no,yes,no
10992,155,27,management,single,high_school,no,unknown,unknown
10993,188,32,technician,married,professional_course,no,no,no
10994,326,55,blue-collar,married,basic_4y,unknown,yes,no
10995,443,27,admin,single,university_degree,no,no,no
10996,802,41,admin,married,university_degree,no,yes,yes
10997,64,43,blue-collar,married,basic_4y,unknown,yes,no
10998,36,54,unemployed,married,high_school,no,no,no
10999,18,52,blue-collar,divorced,high_school,no,no,no
11000,89,55,management,single,basic_4y,no,yes,no
11001,359,38,blue-collar,married,basic_9y,no,no,no
11002,257,42,blue-collar,married,high_school,unknown,no,no
11003,19,56,retired,married,basic_4y,no,yes,no
11004,404,41,services,married,basic_9y,no,yes,no
11005,146,31,services,married,high_school,unknown,yes,yes
11006,234,29,blue-collar,married,,unknown,no,no
11007,13,40,blue-collar,married,basic_9y,no,no,no
11008,297,25,services,single,high_school,no,no,no
11009,156,46,entrepreneur,married,university_degree,unknown,unknown,unknown
11010,636,53,management,divorced,university_degree,no,unknown,unknown
11011,300,42,admin,married,basic_6y,no,yes,no
11012,2093,59,retired,married,basic_9y,no,yes,no
11013,37,24,technician,single,professional_course,no,yes,no
11014,61,44,admin,single,high_school,no,no,no
11015,793,43,blue-collar,married,basic_9y,no,no,no
11016,704,31,blue-collar,married,basic_9y,no,yes,no
11017,1195,28,technician,single,professional_course,no,yes,no
11018,61,33,blue-collar,married,basic_4y,no,yes,no
11019,96,47,admin,married,basic_9y,no,yes,no
11020,1066,38,management,married,,unknown,no,no
11021,399,35,admin,divorced,university_degree,no,yes,no
11022,140,47,entrepreneur,married,professional_course,unknown,no,yes
11023,121,25,blue-collar,married,basic_9y,no,yes,no
11024,84,26,technician,single,professional_course,no,no,no
11025,87,39,blue-collar,married,basic_4y,unknown,yes,no
11026,108,42,entrepreneur,married,professional_course,no,no,no
11027,48,43,management,married,high_school,no,no,no
11028,129,29,technician,married,professional_course,no,no,no
11029,242,50,management,married,university_degree,unknown,no,no
11030,230,29,blue-collar,married,professional_course,no,no,no
11031,37,45,technician,divorced,professional_course,no,yes,no
11032,130,36,blue-collar,married,,no,yes,yes
11033,25,38,blue-collar,married,basic_4y,no,yes,no
11034,57,36,services,married,high_school,unknown,yes,yes
11035,154,33,housemaid,married,high_school,no,unknown,unknown
11036,77,33,entrepreneur,married,university_degree,no,yes,yes
11037,127,44,blue-collar,married,basic_4y,unknown,no,yes
11038,313,33,blue-collar,married,basic_4y,no,yes,no
11039,114,43,management,divorced,university_degree,no,no,no
11040,119,39,blue-collar,divorced,basic_9y,no,yes,no
11041,305,36,admin,single,university_degree,no,no,no
11042,49,31,services,single,high_school,no,no,no
11043,429,49,technician,married,professional_course,unknown,yes,no
11044,51,44,blue-collar,married,high_school,unknown,yes,no
11045,99,51,management,married,high_school,no,no,no
11046,771,28,management,married,university_degree,no,no,no
11047,41,57,blue-collar,divorced,,unknown,unknown,unknown
11048,378,41,blue-collar,married,basic_9y,no,no,no
11049,152,49,unknown,married,basic_6y,no,no,no
11050,491,44,technician,married,high_school,no,yes,yes
11051,203,57,retired,divorced,professional_course,no,no,no
11052,90,36,services,married,high_school,unknown,no,no
11053,135,49,admin,married,high_school,no,yes,no
11054,626,36,blue-collar,married,high_school,no,no,no
11055,16,51,management,married,university_degree,no,no,no
11056,125,45,admin,married,high_school,no,no,no
11057,120,30,entrepreneur,married,high_school,no,unknown,unknown
11058,16,46,admin,married,basic_9y,unknown,yes,no
11059,354,43,blue-collar,single,basic_9y,no,yes,no
11060,507,23,blue-collar,single,basic_9y,no,yes,no
11061,18,50,technician,married,professional_course,unknown,yes,no
11062,90,41,admin,single,high_school,unknown,yes,no
11063,140,26,admin,single,high_school,no,no,no
11064,15,47,blue-collar,married,basic_6y,unknown,unknown,unknown
11065,23,52,blue-collar,married,basic_4y,unknown,no,no
11066,113,33,self-employed,married,university_degree,no,no,no
11067,249,28,admin,single,university_degree,no,yes,no
11068,445,28,blue-collar,married,,unknown,no,no
11069,82,42,blue-collar,married,,unknown,no,no
11070,1060,28,blue-collar,married,basic_6y,no,no,no
11071,255,54,management,married,basic_6y,no,no,no
11072,55,35,admin,married,high_school,no,yes,no
11073,521,60,admin,married,university_degree,unknown,no,no
11074,161,47,services,married,high_school,unknown,yes,yes
11075,340,60,retired,married,high_school,no,yes,no
11076,40,29,management,single,university_degree,unknown,yes,no
11077,156,49,technician,married,high_school,no,no,no
11078,375,56,retired,married,basic_4y,no,no,no
11079,43,33,admin,married,high_school,no,no,no
11080,604,28,student,single,high_school,no,yes,yes
11081,1574,60,admin,married,university_degree,no,no,no
11082,29,34,admin,married,high_school,no,no,no
11083,102,36,blue-collar,married,basic_9y,unknown,yes,no
11084,160,39,management,single,university_degree,no,yes,no
11085,136,40,admin,single,university_degree,no,no,no
11086,82,56,entrepreneur,married,university_degree,no,yes,yes
11087,122,33,admin,single,professional_course,no,no,no
11088,185,40,admin,married,basic_9y,no,no,no
11089,147,58,entrepreneur,married,basic_4y,no,no,no
11090,575,40,blue-collar,divorced,basic_9y,no,no,no
11091,39,32,blue-collar,married,basic_6y,unknown,yes,no
11092,675,37,technician,single,high_school,unknown,no,no
11093,172,46,admin,single,university_degree,no,yes,no
11094,97,49,services,married,high_school,unknown,no,no
11095,394,26,admin,single,university_degree,no,no,no
11096,127,31,technician,single,professional_course,unknown,no,yes
11097,176,36,student,single,basic_9y,no,yes,no
11098,37,32,technician,married,university_degree,no,no,no
11099,266,34,blue-collar,married,basic_9y,unknown,yes,no
11100,618,35,student,single,university_degree,unknown,no,no
11101,297,59,retired,married,basic_9y,no,no,no
11102,593,47,management,divorced,university_degree,no,no,no
11103,446,46,blue-collar,married,basic_4y,unknown,no,no
11104,340,41,self-employed,married,high_school,no,no,no
